Institution,main_office,branch_name,branch_number,established_date,street_address,City,County,State,Zipcode,2010_Deposits,2011_Deposits,2012_Deposits,2013_Deposits,2014_Deposits,2015_Deposits,2016_Deposits,row_num
JPM Chase Bank,0,Fort Union Branch,2601,1981-06-22,1072 East Fort Union Boulevard,Midvale,Salt Lake,UT,84047,16535,16927,23160,23684,32144,29613,51020,1
JPM Chase Bank,0,Fort Washington Avenue Branch,876,1975-12-01,596 Fort Washington Avenue,New York City,New York,NY,10033,88999,89305,100875,115317,119510,130750,132319,1
JPM Chase Bank,0,Fort Williamsburg Branch,2744,1950-11-07,17800 Fort Street,Riverview,Wayne,MI,48193,39067,39530,45763,44452,41913,49911,56214,1
JPM Chase Bank,0,Fort Worth Motor Bank Branch,1417,1982-09-13,401 East Weatherford,Fort Worth,Tarrant,TX,76102,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Fort Worth Motorbank Branch,2243,1977-12-12,2125 Hudson Street,Fort Worth,Tarrant,TX,76103,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Fort-Northline Branch,2718,1958-02-07,1909 Fort Street,Wyandotte,Wayne,MI,48192,76978,78040,77212,82384,82130,109035,105263,1
JPM Chase Bank,0,Fossil Creek Branch,3141,2002-03-18,7367 N Beach St,Fort Worth,Tarrant,TX,76137,33989,37565,46996,52240,54659,61229,63274,1
JPM Chase Bank,0,Foster Avenue Branch,603,1975-01-13,9601 Foster Avenue,Brooklyn,Kings,NY,11236,108303,102971,110238,109174,117484,122619,137699,1
JPM Chase Bank,0,Fountain Hills Branch,2472,1973-04-23,16744 East Avenue Of The Fountains,Fountain Hills,Maricopa,AZ,85268,142123,142541,151579,161502,172130,178881,192429,1
JPM Chase Bank,0,Fourth Ave and 51st Street Branch,492,1912-05-18,5101 Fourth Avenue,Brooklyn,Kings,NY,11220,77872,79086,72429,81459,99274,103731,101875,1
JPM Chase Bank,0,Fourth Street Branch,2037,1951-05-17,700 North Fourth Street,Monroe,Ouachita,LA,71201,10764,11746,11894,12786,12800,13397,34938,1
JPM Chase Bank,0,Fowlerville Branch,2739,1942-07-01,118 East Grand River,Fowlerville,Livingston,MI,48836,22099,23178,24857,28111,29432,34640,36170,1
JPM Chase Bank,0,Fowlerville Drive-Up Branch,2740,1973-05-15,115 Church Street,Fowlerville,Livingston,MI,48836,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Fox River Mall Branch,2899,1985-06-30,4401 West Wisconsin Avenue,Appleton,Outagamie,WI,54913,19622,20642,23775,28120,36884,33966,39513,1
JPM Chase Bank,0,Fox Run Branch,2877,1983-03-01,2302 West St. Paul Avenue,Waukesha,Waukesha,WI,53188,29481,31025,34804,40111,42388,47323,49182,1
JPM Chase Bank,0,Fox Valley Branch,1898,1991-05-12,4461 Fox Valley Center Drive,Aurora,DuPage,IL,60504,233138,254434,282567,313660,322822,349406,384262,1
JPM Chase Bank,0,Frandor Branch,2736,1976-11-15,3118 East Saginaw Street,Lansing,Ingham,MI,48912,41214,39493,47560,50829,54998,71279,79403,1
JPM Chase Bank,0,Franklin 76th Street Branch,2878,1990-02-14,7100 South 76th Street,Franklin,Milwaukee,WI,53132,56835,62106,68988,82588,95886,104988,117156,1
JPM Chase Bank,0,Franklin Morton Branch,2964,1972-01-13,1600 N Morton St,Franklin,Johnson,IN,46131,39139,41487,50628,55567,55478,58339,69398,1
JPM Chase Bank,0,Frederica Street Branch,3219,1965-10-08,2938 Frederica Street,Owensboro,Daviess,KY,42301,56145,56138,64857,66310,154500,111554,123194,1
JPM Chase Bank,0,Freedom Branch,2914,1916-01-01,N3980 Columbia Avenue,Freedom,Outagamie,WI,54130,11318,11286,13604,12131,11535,13977,14256,1
JPM Chase Bank,0,Friendswood Banking Center Branch,2395,2000-07-24,3103 Fm 528,Friendswood,Galveston,TX,77546,71469,72134,78465,89072,94823,106590,116343,1
JPM Chase Bank,0,Friendswood Branch,1354,1966-03-19,611 South Friendswood Drive,Friendswood,Galveston,TX,77546,143521,153740,157156,171892,195025,200297,219717,1
JPM Chase Bank,0,Ft. Collins South Banking Center Branch,3331,2003-07-16,4603 Boardwalk Drive,Fort Collins,Larimer,CO,80525,53623,52005,61225,65562,76108,94929,112591,1
JPM Chase Bank,0,Ft. Worth East Branch,2242,1951-03-24,2001 Beach Street,Fort Worth,Tarrant,TX,76103,52430,53416,56127,58623,62380,64360,70967,1
JPM Chase Bank,0,Gahanna Branch,1543,1981-08-17,130 North Hamilton Road,Gahanna,Franklin,OH,43230,72802,77799,86791,97829,107347,109235,116382,1
JPM Chase Bank,0,Gahanna North Branch,1785,2000-08-28,5055 North Hamilton Road,Gahanna,Franklin,OH,43230,85433,112965,129560,149630,146304,153734,172799,1
JPM Chase Bank,0,Galleria Private Internatl Branch,1461,1997-11-10,2700 Post Oak Boulevard,Houston,Harris,TX,77056,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Galliano Branch,2080,1973-01-08,17862 West Main,Galliano,Lafourche,LA,70354,32566,28492,24264,27309,42250,33588,30200,1
JPM Chase Bank,0,Garden City Ford Road Branch,2645,1946-01-23,28925 Ford Road,Garden City,Wayne,MI,48135,89210,88624,91527,93889,95611,95173,104002,1
JPM Chase Bank,0,Garden Of The Gods Albertsons Branch,3118,1996-05-08,4405 Centennial Boulevard,Colorado Springs,El Paso,CO,80919,12077,12962,12572,16043,16570,18175,21717,1
JPM Chase Bank,0,Gardenside Branch,3237,1965-01-25,1785 Alexandria Drive,Lexington,Fayette,KY,40504,51808,47165,50463,54926,58388,58636,60221,1
JPM Chase Bank,0,Garfield-19 Mile Branch,2683,1970-04-20,43101 Garfield Road,Clinton Township,Macomb,MI,48038,122138,136012,137794,143578,160479,171201,176654,1
JPM Chase Bank,0,Garland Branch,2226,1947-01-02,111 S Garland Ave,Garland,Dallas,TX,75040,101201,147552,68704,83050,83057,86151,86900,1
JPM Chase Bank,0,Garland Broadway Branch,1392,1971-06-30,3200 Broadway,Garland,Dallas,TX,75043,178246,179791,184318,198133,208316,220953,232162,1
JPM Chase Bank,0,Garment Center Branch,148,1969-11-24,1411 Broadway,New York City,New York,NY,10018,722415,756573,825562,921794,1028179,1088274,1107800,1
JPM Chase Bank,0,Garnett and 41st Branch,3288,1995-05-15,4101 South Garnett Road,Tulsa,Tulsa,OK,74146,24216,26394,32636,34115,36419,38211,40685,1
JPM Chase Bank,0,Gary Main Branch,3029,1908-03-04,505 Adams St,Gary,Lake,IN,46402,26339,25203,26801,25651,24326,24899,24800,1
JPM Chase Bank,0,Gateway Branch,2991,1963-04-08,4400 East Main Street,Richmond,Wayne,IN,47374,18992,20398,24228,26758,27117,27215,25758,1
JPM Chase Bank,0,Gateway Plaza Branch,390,1984-06-07,331-337 South End Avenue,New York City,New York,NY,10280,260113,285836,287915,340904,345228,377184,364125,1
JPM Chase Bank,0,Gedney Branch,987,1953-05-18,501 Mamaroneck Avenue,White Plains,Westchester,NY,10605,163891,163906,168961,182904,181766,193928,232484,1
JPM Chase Bank,0,Genesee Branch,2761,1962-03-12,7218 North Genesee Road,Genesee,Genesee,MI,48437,23334,26070,25643,24723,25725,29337,32137,1
JPM Chase Bank,0,Gentilly-Woods Branch,2136,1954-11-15,4525 Chef Menteur Highway,New Orleans,Orleans,LA,70126,62734,59228,58490,58586,56543,64615,63187,1
JPM Chase Bank,0,Georgetown and 56th Branch,2960,1990-02-04,4860 West 56th Street,Indianapolis,Marion,IN,46254,34792,37902,43389,46238,49398,55574,55803,1
JPM Chase Bank,0,Georgetown Branch,3071,1974-09-27,6704 East State Boulevard,Fort Wayne,Allen,IN,46815,39011,41306,44475,45756,47699,50544,54842,1
JPM Chase Bank,0,German Village Branch,1538,1976-08-30,833 South High Street,Columbus,Franklin,OH,43206,65719,67388,81326,83337,89672,99702,106833,1
JPM Chase Bank,0,Germantown Branch,2867,1910-02-28,W156n11251 Pilgrim Road,Germantown,Washington,WI,53022,55454,56564,64732,73523,81357,89270,106177,1
JPM Chase Bank,0,Gilbert Branch,2511,1981-04-27,802 North Gilbert Road,Gilbert,Maricopa,AZ,85234,96640,100076,117416,128626,139701,135185,141720,1
JPM Chase Bank,0,Gilbert-Mckellips Branch,2523,1985-02-25,2020 East Mckellips Road,Mesa,Maricopa,AZ,85213,121893,127786,134743,143980,155989,170211,198675,1
JPM Chase Bank,0,Girard Branch,1663,1893-01-01,43 West Liberty Street,Girard,Trumbull,OH,44420,43368,45154,48073,48469,50894,53011,50167,1
JPM Chase Bank,0,Glen Oaks Branch,555,1950-07-14,256-21 Union Turnpike,Glen Oaks,Queens,NY,11004,102893,110466,115407,128875,143291,161679,177306,1
JPM Chase Bank,0,Glen Park Branch,3031,1943-08-18,3680 Broadway,Gary,Lake,IN,46408,42794,40568,42452,43525,41664,40551,41103,1
JPM Chase Bank,0,Glendale and 7th Street Branch,2431,1960-05-09,7022 North Seventh Street,Phoenix,Maricopa,AZ,85020,166154,172256,202468,221069,227735,246998,261735,1
JPM Chase Bank,0,Glendale Main Branch,2419,1899-01-01,7003 North 57th Drive,Glendale,Maricopa,AZ,85301,62170,64008,63265,67601,66172,62080,66725,1
JPM Chase Bank,0,Glendale Redwood Branch,2588,1964-12-14,1295 South Redwood Road,Salt Lake City,Salt Lake,UT,84104,38079,37031,46919,71710,67550,60768,55923,1
JPM Chase Bank,0,Glendale Woodhaven Branch,609,1976-03-29,71-04 Woodhaven Boulevard,Ridgewood,Queens,NY,11385,98430,101797,101964,111534,129334,130971,143488,1
JPM Chase Bank,0,Glenview Jewel Branch,2034,2000-11-13,1340 Patriot Blvd,Glenview,Cook,IL,60026,46098,40855,31126,39421,47426,57346,58014,1
JPM Chase Bank,0,Glenview/River Drive Branch,1873,1956-01-01,990 River Drive,Glenview,Cook,IL,60025,132115,142498,169318,186299,203857,220289,236512,1
JPM Chase Bank,0,Glenwood Branch,2042,1969-10-20,131 Thomas Road,West Monroe,Ouachita,LA,71291,36663,38243,39472,42069,45444,47674,55120,1
JPM Chase Bank,0,Golden Triangle Mall Branch,2378,1994-06-30,2310 Colorado Boulevard,Denton,Denton,TX,76205,57227,65034,72418,74663,81716,105231,110887,1
JPM Chase Bank,0,Golf Links and Kolb Branch,2556,1987-06-30,7050 East Golf Links Road,Tucson,Pima,AZ,85730,12249,10409,11417,12517,13453,15104,15219,1
JPM Chase Bank,0,Golf Road Branch,1887,1972-01-10,43 East Golf Road,Arlington Hts.,Cook,IL,60005,173502,188144,208315,239513,262601,278224,303052,1
JPM Chase Bank,0,Goodrich Branch,2762,1957-09-25,7301 State Road,Goodrich,Genesee,MI,48438,20660,24277,26064,29748,29793,32708,35042,1
JPM Chase Bank,0,Goshen Main Branch,3005,1934-04-19,401 South Main Street,Goshen,Elkhart,IN,46526,29626,29596,30590,32904,34020,56656,65296,1
JPM Chase Bank,0,Graceland Banking Center Branch,1830,2004-01-20,186 Graceland Boulevard,Columbus,Franklin,OH,43214,32897,34684,35165,38069,39052,37611,40601,1
JPM Chase Bank,0,Gracie Square Branch,98,1938-02-01,453 East 86th Street,New York City,New York,NY,10028,199955,201831,226978,249119,270207,276765,291172,1
JPM Chase Bank,0,Graham and 71st Branch,3020,1968-08-16,5745 East 71st Street,Indianapolis,Marion,IN,46220,92062,92064,100350,104398,107501,116728,121984,1
JPM Chase Bank,0,Grand Army Plaza Branch,33,1927-03-14,401 Flatbush Avenue,Brooklyn,Kings,NY,11238,135506,136764,146051,163797,178001,227647,255084,1
JPM Chase Bank,0,Grand Ave and 66th St Branch,821,1800-01-01,66-02 Grand Avenue,Maspeth,Queens,NY,11378,104688,105907,114935,130072,135616,143010,172690,1
JPM Chase Bank,0,Grand Avenue Branch,1722,1969-01-20,11 South Grand Avenue,Fort Thomas,Campbell,KY,41075,32598,34797,35940,41139,47141,44017,50611,1
JPM Chase Bank,0,Grand Blanc Point Branch,2763,1963-11-01,"5668 South Saginaw Road, Suite G",Flint,Genesee,MI,48507,73723,80884,83613,86996,85375,110511,120113,1
JPM Chase Bank,0,Grand Branch,2002,1998-03-09,133 West Grand Avenue,Bensenville,DuPage,IL,60106,241563,325857,331098,351837,358689,365109,334470,1
JPM Chase Bank,0,Grand Canyon Branch,2420,1963-06-03,1 Mather Business Center,Grand Canyon,Coconino,AZ,86023,16695,15849,18657,21822,18887,23347,25858,1
JPM Chase Bank,0,Grand Central Place,788,1800-01-01,60 East 42nd Street,New York City,New York,NY,10017,784595,912702,954878,1063416,1399938,1395495,1449603,1
JPM Chase Bank,0,Grand Haven Main Branch,2792,1910-01-01,300 Washington Ave.,Grand Haven,Ottawa,MI,49417,37050,42943,47599,46590,51515,50911,54546,1
JPM Chase Bank,0,Grand Parkway Branch,3189,2002-10-20,6810 Fry Road,Katy,Fort Bend,TX,77494,59621,71882,88053,105888,130955,156907,189207,1
JPM Chase Bank,0,Grand Prairie Banking Branch,2392,1998-11-09,220 North Belt Line Road,Grand Prairie,Dallas,TX,75050,62700,64742,69630,76019,81085,79196,83675,1
JPM Chase Bank,0,Grand Prairie Branch,1409,1947-05-29,700 East Main Street,Grand Prairie,Dallas,TX,75050,54232,50964,56784,58906,60179,59725,68813,1
JPM Chase Bank,0,Grand Rapids Plaza Branch,2795,1918-06-18,"200 Ottawa Avenue, N. W.",Grand Rapids,Kent,MI,49503,255468,257921,295967,376130,334312,349695,348058,1
JPM Chase Bank,0,Grand River-Fenkell Branch,2629,1937-04-26,18203 Fenkell Avenue,Detroit,Wayne,MI,48223,22477,22181,23761,25849,24857,56142,56602,1
JPM Chase Bank,0,Grand River-Fenkell Drive-Up Branch,2624,1962-10-01,18285 Grand River Avenue,Detroit,Wayne,MI,48223,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Grand Street Branch,509,1902-01-01,231 Grand Street,New York City,New York,NY,10013,110712,127369,161513,197445,219289,245988,281266,1
JPM Chase Bank,0,Grandview Branch,1569,1994-03-15,1500 West Fifth Avenue,Columbus,Franklin,OH,43212,101785,109542,124406,146036,155888,166287,207491,1
JPM Chase Bank,0,Grandview-Wapakoneta Branch,1741,1889-01-01,801 Defiance Street,Wapakoneta,Auglaize,OH,45895,18048,18644,21388,23045,23842,40860,100390,1
JPM Chase Bank,0,Grandville Branch,2817,1964-09-23,"3115 Wilson Avenue, S.W.",Grandville,Kent,MI,49418,62971,62272,70319,71687,77646,77570,96881,1
JPM Chase Bank,0,Grant-Silverbell Branch,2522,1984-12-17,2121 West Grant Road,Tucson,Pima,AZ,85745,71431,70173,77689,81285,85543,88409,97620,1
JPM Chase Bank,0,Grantline Road Branch,3257,1991-02-19,"3317 Grant Line Road, Ste 101",New Albany,Floyd,IN,47150,31123,30415,36480,36208,39676,40637,42960,1
JPM Chase Bank,0,Granville Branch,1557,1971-06-28,136 East Broadway,Granville,Licking,OH,43023,28994,28882,32216,35366,37396,40001,46163,1
JPM Chase Bank,0,Grasmere Branch,763,1965-03-06,1151 Hylan Boulevard,Staten Island,Richmond,NY,10305,113371,109749,113106,133897,138386,156688,169941,1
JPM Chase Bank,0,Gratiot and 23 Mile Branch,2843,1993-03-08,27100 23 Mile Road,Chesterfield,Macomb,MI,48051,44442,47468,52514,57433,61219,66425,76888,1
JPM Chase Bank,0,Gratiot Branch,2723,1968-06-03,2425 Gratiot Boulevard,Marysville,St. Clair,MI,48040,57845,58726,61995,65280,70700,67843,68246,1
JPM Chase Bank,0,Gratiot-Warren Branch,2631,1933-03-24,7400 Gratiot Avenue,Detroit,Wayne,MI,48207,16018,15870,16982,16405,15561,16783,17325,1
JPM Chase Bank,0,Great Lakes Mall Branch,1575,1957-07-01,7979 Mentor Avenue,Mentor,Lake,OH,44060,51954,53290,60950,63278,66495,70652,78165,1
JPM Chase Bank,0,Great Neck Northern Boulevard Branch,3,1963-09-09,410 Northern Boulevard,Great Neck,Nassau,NY,11021,191011,206933,216439,237983,234183,262455,278940,1
JPM Chase Bank,0,Great Neck Plaza Branch,758,1961-09-30,22 Grace Avenue,Great Neck,Nassau,NY,11021,464689,473811,510551,558288,613746,671467,687826,1
JPM Chase Bank,0,Great Northern Branch,1590,1981-12-10,4763 Great Northern Boulevard,North Olmsted,Cuyahoga,OH,44070,26638,36828,46471,50622,53725,53353,61370,1
JPM Chase Bank,0,Greece Long Pond Branch,1120,1991-06-14,690 Long Pond Road,Rochester,Monroe,NY,14612,52228,53689,57789,61165,65793,69230,76001,1
JPM Chase Bank,0,Greece Ridge Branch,1080,1971-09-15,358 Greece Ridge Center Drive,Rochester,Monroe,NY,14626,26861,27757,30059,37064,37088,36411,38882,1
JPM Chase Bank,0,Greeley Downtown Branch,3112,1934-01-01,822 7th Street,Greeley,Weld,CO,80631,54443,57879,62602,70238,79258,79840,76122,1
JPM Chase Bank,0,Green Bay Main Office Branch,2909,1919-12-31,200 South Adams Street,Green Bay,Brown,WI,54301,96546,97148,95482,128388,135539,140777,142493,1
JPM Chase Bank,0,Green Bay West Branch,2913,1983-05-02,911 Packerland Drive,Green Bay,Brown,WI,54303,42661,45937,48929,50145,53288,56894,61524,1
JPM Chase Bank,0,Green Valley Branch,2451,1964-06-01,151 West Esperanza Boulevard,Green Valley,Pima,AZ,85614,57746,61537,62898,64888,67865,68566,72677,1
JPM Chase Bank,0,Greenbriar Banking Center Branch,2945,1967-08-03,1313 West 86th Street,Indianapolis,Marion,IN,46260,96533,99087,107026,117244,114252,119338,135105,1
JPM Chase Bank,0,Greenfield & 16th Branch,2859,1912-05-08,1337 S Cesar E Chavez Dr,Milwaukee,Milwaukee,WI,53204,35608,36923,41320,41398,42066,45066,47797,1
JPM Chase Bank,0,Greenfield Hill Branch,1151,1973-07-31,161 Hillside Road,Fairfield,Fairfield,CT,6824,66475,66670,67826,69132,79192,73426,89757,1
JPM Chase Bank,0,Greenleaf Branch,3001,1968-11-11,1825 East Bristol Street,Elkhart,Elkhart,IN,46514,29825,30269,33922,35144,39687,41563,47933,1
JPM Chase Bank,0,Greenpoint Branch,608,1975-12-08,798 Manhattan Avenue,Brooklyn,Kings,NY,11222,202012,210655,231316,251185,288298,321036,365409,1
JPM Chase Bank,0,Greens Farms Branch,1164,1989-12-01,1090 Post Road East,Westport,Fairfield,CT,6880,93672,97949,97217,107338,138597,129123,125597,1
JPM Chase Bank,0,Greenspoint Branch,2256,1970-05-15,12450 Greenspoint Drive,Houston,Harris,TX,77060,139150,118793,136109,162437,174328,183634,163676,1
JPM Chase Bank,0,Greentree Branch,3086,2000-07-01,821 E Lewis and Clark Parkway,Clarksville,Clark,IN,47129,35552,35908,39744,42515,44900,51767,47761,1
JPM Chase Bank,0,Greenville Banking Center Branch,2386,1996-04-22,5906 Wesley Street,Greenville,Hunt,TX,75402,134566,133502,134913,134630,146445,137427,146425,1
JPM Chase Bank,0,Greenville Branch,1776,1982-10-29,541 Wagner Avenue,Greenville,Darke,OH,45331,36122,31177,32368,35280,37192,38901,41063,1
JPM Chase Bank,0,Greenway Branch,2249,1966-02-22,3403 Richmond Avenue,Houston,Harris,TX,77046,189578,194811,189344,212438,246905,233706,249059,1
JPM Chase Bank,0,Greenwich Financial Center Branch,1176,1987-07-15,3a Pickwick Plaza,Greenwich,Fairfield,CT,6830,245289,230703,303529,322360,372310,323202,337303,1
JPM Chase Bank,0,Greenwood Road Branch,2046,1877-07-02,3721 Greenwood Road,Shreveport,Caddo,LA,71109,19022,19213,18847,21164,21969,21269,21710,1
JPM Chase Bank,0,Groesbeck-13 Mile Branch,2847,1994-02-14,30730 Groesbeck Highway,Roseville,Macomb,MI,48066,57573,61578,70312,75812,78007,80072,84518,1
JPM Chase Bank,0,Groesbeck-Metropolitan Branch,2620,1965-09-10,20755 Nunneley Road,Clinton Township,Macomb,MI,48036,55737,60018,63616,66046,66858,83226,87558,1
JPM Chase Bank,0,Grosse Pointe Branch,2646,1955-10-03,17449 East Jefferson,Grosse Pointe,Wayne,MI,48230,97752,100558,109715,117342,124183,125856,136861,1
JPM Chase Bank,0,Grove City Branch,1564,1991-09-01,2161 Stringtown Road,Grove City,Franklin,OH,43123,43654,47436,52663,54383,61876,66978,74142,1
JPM Chase Bank,0,Gulf Freeway Branch,2253,1960-03-10,8411 Gulf Freeway,Houston,Harris,TX,77017,59457,57037,62531,64220,69163,74094,78891,1
JPM Chase Bank,0,Gulfgate Branch,1364,1972-06-30,2900 Woodridge Street,Houston,Harris,TX,77087,158964,155984,171573,179222,183440,198375,206718,1
JPM Chase Bank,0,Gun Hill Branch,16,1950-12-18,1308 East Gun Hill Road,Bronx,Bronx,NY,10469,73702,70049,70447,78946,80677,82756,88954,1
JPM Chase Bank,0,Gun Hill Road Branch,863,1973-01-03,1650 Gun Hill Road,Bronx,Bronx,NY,10469,72912,75324,78907,85211,98481,108210,116472,1
JPM Chase Bank,0,Gunbarrel Branch,3102,1993-08-02,6300 Gunpark Drive,Boulder,Boulder,CO,80301,54273,56789,60582,69709,81184,93198,158468,1
JPM Chase Bank,0,Gurnee Branch,1950,1991-03-11,6400 Grand Avenue,Gurnee,Lake,IL,60031,103164,114318,127652,139021,174617,183319,209209,1
JPM Chase Bank,0,Hackensack Branch,1225,1985-05-13,505 Main Street,Hackensack,Bergen,NJ,7601,70977,68777,60403,91107,101195,102293,109103,1
JPM Chase Bank,0,Halston and Harrison Branch,977,1940-04-20,275 Halstead Avenue,Harrison,Westchester,NY,10528,225475,246438,301204,296032,260284,242329,258189,1
JPM Chase Bank,0,Hamburg Place Branch,3316,2002-07-01,1824 Alysheba Way,Lexington,Fayette,KY,40509,35912,45937,50920,67462,71329,78145,92147,1
JPM Chase Bank,0,Hamilton 8th St Branch,2277,1884-05-04,908 8th Street,Wichita Falls,Wichita,TX,76301,153966,162635,175002,119204,121580,108527,108053,1
JPM Chase Bank,0,Hammond Wal-Mart Branch,2128,1994-10-12,2799 West Thomas Street,Hammond,Tangipahoa,LA,70401,9510,9129,10132,11637,12895,13239,15395,1
JPM Chase Bank,0,Hancock Center Branch,1922,1929-07-02,875 North Michigan Avenue,Chicago,Cook,IL,60611,190811,219914,261900,312734,387834,387006,443609,1
JPM Chase Bank,0,Happy Valley and 67th Av Frys Branch,3301,2002-10-04,6625 W Happy Valley Rd,Glendale,Maricopa,AZ,85310,15371,13496,15950,19164,19728,20498,24263,1
JPM Chase Bank,0,Harahan Branch,2161,1922-01-01,7129 Jefferson Highway,Harahan,Jefferson,LA,70123,70242,72513,73357,77972,79638,77918,81728,1
JPM Chase Bank,0,Harbor Springs Branch,2825,1981-05-26,7645 South State Road,Harbor Springs,Emmet,MI,49740,30192,31198,37185,39237,39348,39724,43103,1
JPM Chase Bank,0,Harbortown Branch,2633,1933-03-24,3300 East Jefferson Avenue,Detroit,Wayne,MI,48207,30217,31814,32908,33098,32746,34673,39765,1
